fips,stateabbr,statedesc,locationname,measure,data_value_type,asthma_prevalence_pct
31059,NE,Nebraska,Fillmore,Current asthma among adults,Age-adjusted prevalence,9.4
29053,MO,Missouri,Cooper,Current asthma among adults,Age-adjusted prevalence,10.5
29039,MO,Missouri,Cedar,Current asthma among adults,Age-adjusted prevalence,11.2
29165,MO,Missouri,Platte,Current asthma among adults,Age-adjusted prevalence,9.9
31045,NE,Nebraska,Dawes,Current asthma among adults,Age-adjusted prevalence,9.5
30085,MT,Montana,Roosevelt,Current asthma among adults,Age-adjusted prevalence,14.1
37023,NC,North Carolina,Burke,Current asthma among adults,Age-adjusted prevalence,11.0
31131,NE,Nebraska,Otoe,Current asthma among adults,Age-adjusted prevalence,9.3
36099,NY,New York,Seneca,Current asthma among adults,Age-adjusted prevalence,11.4
31147,NE,Nebraska,Richardson,Current asthma among adults,Age-adjusted prevalence,9.6
36047,NY,New York,Kings,Current asthma among adults,Age-adjusted prevalence,10.4
35001,NM,New Mexico,Bernalillo,Current asthma among adults,Age-adjusted prevalence,9.8
33017,NH,New Hampshire,Strafford,Current asthma among adults,Age-adjusted prevalence,10.7
34007,NJ,New Jersey,Camden,Current asthma among adults,Age-adjusted prevalence,9.7
35013,NM,New Mexico,Do̱a Ana,Current asthma among adults,Age-adjusted prevalence,9.4
35025,NM,New Mexico,Lea,Current asthma among adults,Age-adjusted prevalence,9.5
32015,NV,Nevada,Lander,Current asthma among adults,Age-adjusted prevalence,11.0
35061,NM,New Mexico,Valencia,Current asthma among adults,Age-adjusted prevalence,9.6
32013,NV,Nevada,Humboldt,Current asthma among adults,Age-adjusted prevalence,10.7
36119,NY,New York,Westchester,Current asthma among adults,Age-adjusted prevalence,9.3
37047,NC,North Carolina,Columbus,Current asthma among adults,Age-adjusted prevalence,11.9
35009,NM,New Mexico,Curry,Current asthma among adults,Age-adjusted prevalence,10.3
31163,NE,Nebraska,Sherman,Current asthma among adults,Age-adjusted prevalence,9.5
37009,NC,North Carolina,Ashe,Current asthma among adults,Age-adjusted prevalence,10.8
37029,NC,North Carolina,Camden,Current asthma among adults,Age-adjusted prevalence,10.6
34011,NJ,New Jersey,Cumberland,Current asthma among adults,Age-adjusted prevalence,9.7
36045,NY,New York,Jefferson,Current asthma among adults,Age-adjusted prevalence,11.3
36051,NY,New York,Livingston,Current asthma among adults,Age-adjusted prevalence,11.1
33013,NH,New Hampshire,Merrimack,Current asthma among adults,Age-adjusted prevalence,11.0
34029,NJ,New Jersey,Ocean,Current asthma among adults,Age-adjusted prevalence,9.4
31167,NE,Nebraska,Stanton,Current asthma among adults,Age-adjusted prevalence,9.3
36061,NY,New York,New York,Current asthma among adults,Age-adjusted prevalence,9.6
36009,NY,New York,Cattaraugus,Current asthma among adults,Age-adjusted prevalence,11.6
37005,NC,North Carolina,Alleghany,Current asthma among adults,Age-adjusted prevalence,11.0
34039,NJ,New Jersey,Union,Current asthma among adults,Age-adjusted prevalence,9.0
31153,NE,Nebraska,Sarpy,Current asthma among adults,Age-adjusted prevalence,8.6
36017,NY,New York,Chenango,Current asthma among adults,Age-adjusted prevalence,11.3
36067,NY,New York,Onondaga,Current asthma among adults,Age-adjusted prevalence,11.4
35015,NM,New Mexico,Eddy,Current asthma among adults,Age-adjusted prevalence,9.7
37019,NC,North Carolina,Brunswick,Current asthma among adults,Age-adjusted prevalence,10.7
35019,NM,New Mexico,Guadalupe,Current asthma among adults,Age-adjusted prevalence,8.7
32009,NV,Nevada,Esmeralda,Current asthma among adults,Age-adjusted prevalence,11.2
36069,NY,New York,Ontario,Current asthma among adults,Age-adjusted prevalence,10.7
34025,NJ,New Jersey,Monmouth,Current asthma among adults,Age-adjusted prevalence,8.9
35028,NM,New Mexico,Los Alamos,Current asthma among adults,Age-adjusted prevalence,8.9
33007,NH,New Hampshire,Coos,Current asthma among adults,Age-adjusted prevalence,11.6
34031,NJ,New Jersey,Passaic,Current asthma among adults,Age-adjusted prevalence,8.9
36003,NY,New York,Allegany,Current asthma among adults,Age-adjusted prevalence,11.4
31101,NE,Nebraska,Keith,Current asthma among adults,Age-adjusted prevalence,9.3
37025,NC,North Carolina,Cabarrus,Current asthma among adults,Age-adjusted prevalence,10.4
31185,NE,Nebraska,York,Current asthma among adults,Age-adjusted prevalence,9.5
36055,NY,New York,Monroe,Current asthma among adults,Age-adjusted prevalence,11.0
32019,NV,Nevada,Lyon,Current asthma among adults,Age-adjusted prevalence,10.9
31115,NE,Nebraska,Loup,Current asthma among adults,Age-adjusted prevalence,9.1
36113,NY,New York,Warren,Current asthma among adults,Age-adjusted prevalence,11.1
35057,NM,New Mexico,Torrance,Current asthma among adults,Age-adjusted prevalence,10.2
35043,NM,New Mexico,Sandoval,Current asthma among adults,Age-adjusted prevalence,9.7
36121,NY,New York,Wyoming,Current asthma among adults,Age-adjusted prevalence,11.0
32510,NV,Nevada,Carson City,Current asthma among adults,Age-adjusted prevalence,10.5
34017,NJ,New Jersey,Hudson,Current asthma among adults,Age-adjusted prevalence,8.4
37049,NC,North Carolina,Craven,Current asthma among adults,Age-adjusted prevalence,11.0
36011,NY,New York,Cayuga,Current asthma among adults,Age-adjusted prevalence,11.2
31173,NE,Nebraska,Thurston,Current asthma among adults,Age-adjusted prevalence,11.3
37001,NC,North Carolina,Alamance,Current asthma among adults,Age-adjusted prevalence,10.9
36053,NY,New York,Madison,Current asthma among adults,Age-adjusted prevalence,11.1
36073,NY,New York,Orleans,Current asthma among adults,Age-adjusted prevalence,11.5
35021,NM,New Mexico,Harding,Current asthma among adults,Age-adjusted prevalence,10.0
31119,NE,Nebraska,Madison,Current asthma among adults,Age-adjusted prevalence,9.4
36111,NY,New York,Ulster,Current asthma among adults,Age-adjusted prevalence,10.5
36077,NY,New York,Otsego,Current asthma among adults,Age-adjusted prevalence,11.4
35017,NM,New Mexico,Grant,Current asthma among adults,Age-adjusted prevalence,9.7
31121,NE,Nebraska,Merrick,Current asthma among adults,Age-adjusted prevalence,9.3
34037,NJ,New Jersey,Sussex,Current asthma among adults,Age-adjusted prevalence,9.5
34003,NJ,New Jersey,Bergen,Current asthma among adults,Age-adjusted prevalence,8.0
33015,NH,New Hampshire,Rockingham,Current asthma among adults,Age-adjusted prevalence,10.1
36115,NY,New York,Washington,Current asthma among adults,Age-adjusted prevalence,11.2
34033,NJ,New Jersey,Salem,Current asthma among adults,Age-adjusted prevalence,10.1
33019,NH,New Hampshire,Sullivan,Current asthma among adults,Age-adjusted prevalence,11.0
35035,NM,New Mexico,Otero,Current asthma among adults,Age-adjusted prevalence,10.1
36063,NY,New York,Niagara,Current asthma among adults,Age-adjusted prevalence,11.4
36001,NY,New York,Albany,Current asthma among adults,Age-adjusted prevalence,10.9
36025,NY,New York,Delaware,Current asthma among adults,Age-adjusted prevalence,11.1
32001,NV,Nevada,Churchill,Current asthma among adults,Age-adjusted prevalence,11.3
36059,NY,New York,Nassau,Current asthma among adults,Age-adjusted prevalence,9.6
31135,NE,Nebraska,Perkins,Current asthma among adults,Age-adjusted prevalence,9.3
37033,NC,North Carolina,Caswell,Current asthma among adults,Age-adjusted prevalence,11.3
33001,NH,New Hampshire,Belknap,Current asthma among adults,Age-adjusted prevalence,10.4
35007,NM,New Mexico,Colfax,Current asthma among adults,Age-adjusted prevalence,9.5
36039,NY,New York,Greene,Current asthma among adults,Age-adjusted prevalence,10.9
35005,NM,New Mexico,Chaves,Current asthma among adults,Age-adjusted prevalence,9.9
33005,NH,New Hampshire,Cheshire,Current asthma among adults,Age-adjusted prevalence,10.7
36107,NY,New York,Tioga,Current asthma among adults,Age-adjusted prevalence,11.2
31105,NE,Nebraska,Kimball,Current asthma among adults,Age-adjusted prevalence,9.7
36103,NY,New York,Suffolk,Current asthma among adults,Age-adjusted prevalence,10.2
35011,NM,New Mexico,De Baca,Current asthma among adults,Age-adjusted prevalence,10.2
37051,NC,North Carolina,Cumberland,Current asthma among adults,Age-adjusted prevalence,11.5
36043,NY,New York,Herkimer,Current asthma among adults,Age-adjusted prevalence,11.2
37055,NC,North Carolina,Dare,Current asthma among adults,Age-adjusted prevalence,10.2
33009,NH,New Hampshire,Grafton,Current asthma among adults,Age-adjusted prevalence,10.5
32033,NV,Nevada,White Pine,Current asthma among adults,Age-adjusted prevalence,10.8
31117,NE,Nebraska,McPherson,Current asthma among adults,Age-adjusted prevalence,9.6
36013,NY,New York,Chautauqua,Current asthma among adults,Age-adjusted prevalence,11.3
31179,NE,Nebraska,Wayne,Current asthma among adults,Age-adjusted prevalence,9.2
33011,NH,New Hampshire,Hillsborough,Current asthma among adults,Age-adjusted prevalence,10.6
37059,NC,North Carolina,Davie,Current asthma among adults,Age-adjusted prevalence,10.6
32005,NV,Nevada,Douglas,Current asthma among adults,Age-adjusted prevalence,10.3
35053,NM,New Mexico,Socorro,Current asthma among adults,Age-adjusted prevalence,10.1
31183,NE,Nebraska,Wheeler,Current asthma among adults,Age-adjusted prevalence,9.1
36065,NY,New York,Oneida,Current asthma among adults,Age-adjusted prevalence,11.1
36057,NY,New York,Montgomery,Current asthma among adults,Age-adjusted prevalence,11.0
31165,NE,Nebraska,Sioux,Current asthma among adults,Age-adjusted prevalence,9.8
36117,NY,New York,Wayne,Current asthma among adults,Age-adjusted prevalence,11.2
31127,NE,Nebraska,Nemaha,Current asthma among adults,Age-adjusted prevalence,9.7
36007,NY,New York,Broome,Current asthma among adults,Age-adjusted prevalence,11.6
36005,NY,New York,Bronx,Current asthma among adults,Age-adjusted prevalence,11.8
31113,NE,Nebraska,Logan,Current asthma among adults,Age-adjusted prevalence,9.2
36095,NY,New York,Schoharie,Current asthma among adults,Age-adjusted prevalence,11.2
36021,NY,New York,Columbia,Current asthma among adults,Age-adjusted prevalence,10.7
37015,NC,North Carolina,Bertie,Current asthma among adults,Age-adjusted prevalence,12.1
31169,NE,Nebraska,Thayer,Current asthma among adults,Age-adjusted prevalence,9.5
32023,NV,Nevada,Nye,Current asthma among adults,Age-adjusted prevalence,11.4
36123,NY,New York,Yates,Current asthma among adults,Age-adjusted prevalence,11.4
36037,NY,New York,Genesee,Current asthma among adults,Age-adjusted prevalence,11.0
36041,NY,New York,Hamilton,Current asthma among adults,Age-adjusted prevalence,11.2
35041,NM,New Mexico,Roosevelt,Current asthma among adults,Age-adjusted prevalence,10.0
33003,NH,New Hampshire,Carroll,Current asthma among adults,Age-adjusted prevalence,10.3
31123,NE,Nebraska,Morrill,Current asthma among adults,Age-adjusted prevalence,9.3
31161,NE,Nebraska,Sheridan,Current asthma among adults,Age-adjusted prevalence,9.7
35003,NM,New Mexico,Catron,Current asthma among adults,Age-adjusted prevalence,10.5
36075,NY,New York,Oswego,Current asthma among adults,Age-adjusted prevalence,11.4
31177,NE,Nebraska,Washington,Current asthma among adults,Age-adjusted prevalence,9.0
36023,NY,New York,Cortland,Current asthma among adults,Age-adjusted prevalence,11.4
37053,NC,North Carolina,Currituck,Current asthma among adults,Age-adjusted prevalence,10.4
36085,NY,New York,Richmond,Current asthma among adults,Age-adjusted prevalence,10.2
31145,NE,Nebraska,Red Willow,Current asthma among adults,Age-adjusted prevalence,9.6
32029,NV,Nevada,Storey,Current asthma among adults,Age-adjusted prevalence,10.7
36071,NY,New York,Orange,Current asthma among adults,Age-adjusted prevalence,10.5
35047,NM,New Mexico,San Miguel,Current asthma among adults,Age-adjusted prevalence,9.1
37013,NC,North Carolina,Beaufort,Current asthma among adults,Age-adjusted prevalence,11.4
31159,NE,Nebraska,Seward,Current asthma among adults,Age-adjusted prevalence,9.2
31093,NE,Nebraska,Howard,Current asthma among adults,Age-adjusted prevalence,9.3
31107,NE,Nebraska,Knox,Current asthma among adults,Age-adjusted prevalence,9.8
36093,NY,New York,Schenectady,Current asthma among adults,Age-adjusted prevalence,11.1
37045,NC,North Carolina,Cleveland,Current asthma among adults,Age-adjusted prevalence,11.6
35031,NM,New Mexico,McKinley,Current asthma among adults,Age-adjusted prevalence,14.2
36089,NY,New York,St. Lawrence,Current asthma among adults,Age-adjusted prevalence,11.8
36027,NY,New York,Dutchess,Current asthma among adults,Age-adjusted prevalence,10.4
31175,NE,Nebraska,Valley,Current asthma among adults,Age-adjusted prevalence,9.5
31109,NE,Nebraska,Lancaster,Current asthma among adults,Age-adjusted prevalence,9.2
34021,NJ,New Jersey,Mercer,Current asthma among adults,Age-adjusted prevalence,8.9
37031,NC,North Carolina,Carteret,Current asthma among adults,Age-adjusted prevalence,10.6
31171,NE,Nebraska,Thomas,Current asthma among adults,Age-adjusted prevalence,9.2
37035,NC,North Carolina,Catawba,Current asthma among adults,Age-adjusted prevalence,10.7
34001,NJ,New Jersey,Atlantic,Current asthma among adults,Age-adjusted prevalence,9.5
34015,NJ,New Jersey,Gloucester,Current asthma among adults,Age-adjusted prevalence,9.8
31091,NE,Nebraska,Hooker,Current asthma among adults,Age-adjusted prevalence,9.6
37043,NC,North Carolina,Clay,Current asthma among adults,Age-adjusted prevalence,10.9
37003,NC,North Carolina,Alexander,Current asthma among adults,Age-adjusted prevalence,10.9
35051,NM,New Mexico,Sierra,Current asthma among adults,Age-adjusted prevalence,10.4
32017,NV,Nevada,Lincoln,Current asthma among adults,Age-adjusted prevalence,10.7
31143,NE,Nebraska,Polk,Current asthma among adults,Age-adjusted prevalence,9.2
35037,NM,New Mexico,Quay,Current asthma among adults,Age-adjusted prevalence,10.2
37017,NC,North Carolina,Bladen,Current asthma among adults,Age-adjusted prevalence,11.8
31125,NE,Nebraska,Nance,Current asthma among adults,Age-adjusted prevalence,9.6
36105,NY,New York,Sullivan,Current asthma among adults,Age-adjusted prevalence,10.7
35055,NM,New Mexico,Taos,Current asthma among adults,Age-adjusted prevalence,9.5
35023,NM,New Mexico,Hidalgo,Current asthma among adults,Age-adjusted prevalence,9.7
31087,NE,Nebraska,Hitchcock,Current asthma among adults,Age-adjusted prevalence,9.6
31157,NE,Nebraska,Scotts Bluff,Current asthma among adults,Age-adjusted prevalence,9.3
35006,NM,New Mexico,Cibola,Current asthma among adults,Age-adjusted prevalence,11.6
31129,NE,Nebraska,Nuckolls,Current asthma among adults,Age-adjusted prevalence,9.3
36031,NY,New York,Essex,Current asthma among adults,Age-adjusted prevalence,10.9
31139,NE,Nebraska,Pierce,Current asthma among adults,Age-adjusted prevalence,9.3
36033,NY,New York,Franklin,Current asthma among adults,Age-adjusted prevalence,11.5
36083,NY,New York,Rensselaer,Current asthma among adults,Age-adjusted prevalence,10.9
31097,NE,Nebraska,Johnson,Current asthma among adults,Age-adjusted prevalence,8.5
31181,NE,Nebraska,Webster,Current asthma among adults,Age-adjusted prevalence,9.5
34035,NJ,New Jersey,Somerset,Current asthma among adults,Age-adjusted prevalence,7.9
36091,NY,New York,Saratoga,Current asthma among adults,Age-adjusted prevalence,10.4
37039,NC,North Carolina,Cherokee,Current asthma among adults,Age-adjusted prevalence,11.0
36087,NY,New York,Rockland,Current asthma among adults,Age-adjusted prevalence,10.6
31103,NE,Nebraska,Keya Paha,Current asthma among adults,Age-adjusted prevalence,9.3
31111,NE,Nebraska,Lincoln,Current asthma among adults,Age-adjusted prevalence,9.9
31149,NE,Nebraska,Rock,Current asthma among adults,Age-adjusted prevalence,9.4
32003,NV,Nevada,Clark,Current asthma among adults,Age-adjusted prevalence,10.1
35049,NM,New Mexico,Santa Fe,Current asthma among adults,Age-adjusted prevalence,9.2
36097,NY,New York,Schuyler,Current asthma among adults,Age-adjusted prevalence,11.4
34019,NJ,New Jersey,Hunterdon,Current asthma among adults,Age-adjusted prevalence,8.8
31089,NE,Nebraska,Holt,Current asthma among adults,Age-adjusted prevalence,9.4
36101,NY,New York,Steuben,Current asthma among adults,Age-adjusted prevalence,11.2
37057,NC,North Carolina,Davidson,Current asthma among adults,Age-adjusted prevalence,11.1
37011,NC,North Carolina,Avery,Current asthma among adults,Age-adjusted prevalence,10.6
34009,NJ,New Jersey,Cape May,Current asthma among adults,Age-adjusted prevalence,9.7
32011,NV,Nevada,Eureka,Current asthma among adults,Age-adjusted prevalence,11.5
31133,NE,Nebraska,Pawnee,Current asthma among adults,Age-adjusted prevalence,9.9
35033,NM,New Mexico,Mora,Current asthma among adults,Age-adjusted prevalence,8.6
36029,NY,New York,Erie,Current asthma among adults,Age-adjusted prevalence,11.6
32027,NV,Nevada,Pershing,Current asthma among adults,Age-adjusted prevalence,9.8
36049,NY,New York,Lewis,Current asthma among adults,Age-adjusted prevalence,11.1
31095,NE,Nebraska,Jefferson,Current asthma among adults,Age-adjusted prevalence,9.4
37021,NC,North Carolina,Buncombe,Current asthma among adults,Age-adjusted prevalence,10.4
31151,NE,Nebraska,Saline,Current asthma among adults,Age-adjusted prevalence,8.8
34013,NJ,New Jersey,Essex,Current asthma among adults,Age-adjusted prevalence,9.8
37007,NC,North Carolina,Anson,Current asthma among adults,Age-adjusted prevalence,12.0
35045,NM,New Mexico,San Juan,Current asthma among adults,Age-adjusted prevalence,12.1
35029,NM,New Mexico,Luna,Current asthma among adults,Age-adjusted prevalence,9.9
36019,NY,New York,Clinton,Current asthma among adults,Age-adjusted prevalence,11.7
37037,NC,North Carolina,Chatham,Current asthma among adults,Age-adjusted prevalence,10.3
32007,NV,Nevada,Elko,Current asthma among adults,Age-adjusted prevalence,10.6
36035,NY,New York,Fulton,Current asthma among adults,Age-adjusted prevalence,12.0
36079,NY,New York,Putnam,Current asthma among adults,Age-adjusted prevalence,9.9
31141,NE,Nebraska,Platte,Current asthma among adults,Age-adjusted prevalence,8.7
31137,NE,Nebraska,Phelps,Current asthma among adults,Age-adjusted prevalence,9.4
31155,NE,Nebraska,Saunders,Current asthma among adults,Age-adjusted prevalence,9.0
37041,NC,North Carolina,Chowan,Current asthma among adults,Age-adjusted prevalence,11.7
35027,NM,New Mexico,Lincoln,Current asthma among adults,Age-adjusted prevalence,9.8
34005,NJ,New Jersey,Burlington,Current asthma among adults,Age-adjusted prevalence,9.3
35039,NM,New Mexico,Rio Arriba,Current asthma among adults,Age-adjusted prevalence,10.1
34027,NJ,New Jersey,Morris,Current asthma among adults,Age-adjusted prevalence,8.4
34023,NJ,New Jersey,Middlesex,Current asthma among adults,Age-adjusted prevalence,8.3
35059,NM,New Mexico,Union,Current asthma among adults,Age-adjusted prevalence,9.7
36109,NY,New York,Tompkins,Current asthma among adults,Age-adjusted prevalence,10.6
32031,NV,Nevada,Washoe,Current asthma among adults,Age-adjusted prevalence,10.4
31099,NE,Nebraska,Kearney,Current asthma among adults,Age-adjusted prevalence,9.2
37027,NC,North Carolina,Caldwell,Current asthma among adults,Age-adjusted prevalence,11.1
32021,NV,Nevada,Mineral,Current asthma among adults,Age-adjusted prevalence,12.1
36015,NY,New York,Chemung,Current asthma among adults,Age-adjusted prevalence,11.3
34041,NJ,New Jersey,Warren,Current asthma among adults,Age-adjusted prevalence,9.3
36081,NY,New York,Queens,Current asthma among adults,Age-adjusted prevalence,8.9
39013,OH,Ohio,Belmont,Current asthma among adults,Age-adjusted prevalence,11.2
38101,ND,North Dakota,Ward,Current asthma among adults,Age-adjusted prevalence,10.0
38059,ND,North Dakota,Morton,Current asthma among adults,Age-adjusted prevalence,10.2
39009,OH,Ohio,Athens,Current asthma among adults,Age-adjusted prevalence,11.5
39143,OH,Ohio,Sandusky,Current asthma among adults,Age-adjusted prevalence,10.8
39167,OH,Ohio,Washington,Current asthma among adults,Age-adjusted prevalence,11.0
38003,ND,North Dakota,Barnes,Current asthma among adults,Age-adjusted prevalence,10.1
39139,OH,Ohio,Richland,Current asthma among adults,Age-adjusted prevalence,11.1
38099,ND,North Dakota,Walsh,Current asthma among adults,Age-adjusted prevalence,10.1
37155,NC,North Carolina,Robeson,Current asthma among adults,Age-adjusted prevalence,13.3
37189,NC,North Carolina,Watauga,Current asthma among adults,Age-adjusted prevalence,10.8
38041,ND,North Dakota,Hettinger,Current asthma among adults,Age-adjusted prevalence,10.5
37089,NC,North Carolina,Henderson,Current asthma among adults,Age-adjusted prevalence,10.5
38055,ND,North Dakota,McLean,Current asthma among adults,Age-adjusted prevalence,10.2
40009,OK,Oklahoma,Beckham,Current asthma among adults,Age-adjusted prevalence,11.2
37073,NC,North Carolina,Gates,Current asthma among adults,Age-adjusted prevalence,11.6
38049,ND,North Dakota,McHenry,Current asthma among adults,Age-adjusted prevalence,10.2
39129,OH,Ohio,Pickaway,Current asthma among adults,Age-adjusted prevalence,11.0
39169,OH,Ohio,Wayne,Current asthma among adults,Age-adjusted prevalence,11.1
37133,NC,North Carolina,Onslow,Current asthma among adults,Age-adjusted prevalence,10.4
38105,ND,North Dakota,Williams,Current asthma among adults,Age-adjusted prevalence,10.2
37141,NC,North Carolina,Pender,Current asthma among adults,Age-adjusted prevalence,10.7
40001,OK,Oklahoma,Adair,Current asthma among adults,Age-adjusted prevalence,13.6
38063,ND,North Dakota,Nelson,Current asthma among adults,Age-adjusted prevalence,9.9
38085,ND,North Dakota,Sioux,Current asthma among adults,Age-adjusted prevalence,14.5
39109,OH,Ohio,Miami,Current asthma among adults,Age-adjusted prevalence,10.9
39005,OH,Ohio,Ashland,Current asthma among adults,Age-adjusted prevalence,11.2
37151,NC,North Carolina,Randolph,Current asthma among adults,Age-adjusted prevalence,10.9
39071,OH,Ohio,Highland,Current asthma among adults,Age-adjusted prevalence,11.5
37081,NC,North Carolina,Guilford,Current asthma among adults,Age-adjusted prevalence,11.2
39175,OH,Ohio,Wyandot,Current asthma among adults,Age-adjusted prevalence,10.8
39123,OH,Ohio,Ottawa,Current asthma among adults,Age-adjusted prevalence,10.7
37119,NC,North Carolina,Mecklenburg,Current asthma among adults,Age-adjusted prevalence,10.4
37085,NC,North Carolina,Harnett,Current asthma among adults,Age-adjusted prevalence,11.0
39003,OH,Ohio,Allen,Current asthma among adults,Age-adjusted prevalence,11.2
37197,NC,North Carolina,Yadkin,Current asthma among adults,Age-adjusted prevalence,11.0
37123,NC,North Carolina,Montgomery,Current asthma among adults,Age-adjusted prevalence,11.2
38053,ND,North Dakota,McKenzie,Current asthma among adults,Age-adjusted prevalence,10.3
38067,ND,North Dakota,Pembina,Current asthma among adults,Age-adjusted prevalence,10.1
39117,OH,Ohio,Morrow,Current asthma among adults,Age-adjusted prevalence,11.2
37185,NC,North Carolina,Warren,Current asthma among adults,Age-adjusted prevalence,12.1
39065,OH,Ohio,Hardin,Current asthma among adults,Age-adjusted prevalence,11.2
37193,NC,North Carolina,Wilkes,Current asthma among adults,Age-adjusted prevalence,11.2
37159,NC,North Carolina,Rowan,Current asthma among adults,Age-adjusted prevalence,11.0
39079,OH,Ohio,Jackson,Current asthma among adults,Age-adjusted prevalence,11.5
39171,OH,Ohio,Williams,Current asthma among adults,Age-adjusted prevalence,11.2
39161,OH,Ohio,Van Wert,Current asthma among adults,Age-adjusted prevalence,10.9
37137,NC,North Carolina,Pamlico,Current asthma among adults,Age-adjusted prevalence,10.8
39151,OH,Ohio,Stark,Current asthma among adults,Age-adjusted prevalence,11.3
38045,ND,North Dakota,LaMoure,Current asthma among adults,Age-adjusted prevalence,10.2
37067,NC,North Carolina,Forsyth,Current asthma among adults,Age-adjusted prevalence,11.1
37071,NC,North Carolina,Gaston,Current asthma among adults,Age-adjusted prevalence,11.1
39039,OH,Ohio,Defiance,Current asthma among adults,Age-adjusted prevalence,10.7
37063,NC,North Carolina,Durham,Current asthma among adults,Age-adjusted prevalence,10.8
39057,OH,Ohio,Greene,Current asthma among adults,Age-adjusted prevalence,10.9
39027,OH,Ohio,Clinton,Current asthma among adults,Age-adjusted prevalence,11.3
37181,NC,North Carolina,Vance,Current asthma among adults,Age-adjusted prevalence,12.1
39035,OH,Ohio,Cuyahoga,Current asthma among adults,Age-adjusted prevalence,11.7
39021,OH,Ohio,Champaign,Current asthma among adults,Age-adjusted prevalence,11.1
38075,ND,North Dakota,Renville,Current asthma among adults,Age-adjusted prevalence,10.1
39073,OH,Ohio,Hocking,Current asthma among adults,Age-adjusted prevalence,11.5
40005,OK,Oklahoma,Atoka,Current asthma among adults,Age-adjusted prevalence,11.8
39121,OH,Ohio,Noble,Current asthma among adults,Age-adjusted prevalence,10.9
37129,NC,North Carolina,New Hanover,Current asthma among adults,Age-adjusted prevalence,10.6
39007,OH,Ohio,Ashtabula,Current asthma among adults,Age-adjusted prevalence,11.4
39069,OH,Ohio,Henry,Current asthma among adults,Age-adjusted prevalence,10.8
38029,ND,North Dakota,Emmons,Current asthma among adults,Age-adjusted prevalence,10.5
37113,NC,North Carolina,Macon,Current asthma among adults,Age-adjusted prevalence,10.8
37077,NC,North Carolina,Granville,Current asthma among adults,Age-adjusted prevalence,11.3
38007,ND,North Dakota,Billings,Current asthma among adults,Age-adjusted prevalence,9.6
39135,OH,Ohio,Preble,Current asthma among adults,Age-adjusted prevalence,11.1
37161,NC,North Carolina,Rutherford,Current asthma among adults,Age-adjusted prevalence,11.4
39049,OH,Ohio,Franklin,Current asthma among adults,Age-adjusted prevalence,11.1
39131,OH,Ohio,Pike,Current asthma among adults,Age-adjusted prevalence,11.9
37115,NC,North Carolina,Madison,Current asthma among adults,Age-adjusted prevalence,10.8
37099,NC,North Carolina,Jackson,Current asthma among adults,Age-adjusted prevalence,11.1
38097,ND,North Dakota,Traill,Current asthma among adults,Age-adjusted prevalence,9.9
37145,NC,North Carolina,Person,Current asthma among adults,Age-adjusted prevalence,11.5
39083,OH,Ohio,Knox,Current asthma among adults,Age-adjusted prevalence,11.1
38039,ND,North Dakota,Griggs,Current asthma among adults,Age-adjusted prevalence,9.9
38013,ND,North Dakota,Burke,Current asthma among adults,Age-adjusted prevalence,9.9
37177,NC,North Carolina,Tyrrell,Current asthma among adults,Age-adjusted prevalence,11.2
37061,NC,North Carolina,Duplin,Current asthma among adults,Age-adjusted prevalence,11.2
38093,ND,North Dakota,Stutsman,Current asthma among adults,Age-adjusted prevalence,10.4
37097,NC,North Carolina,Iredell,Current asthma among adults,Age-adjusted prevalence,10.5
39119,OH,Ohio,Muskingum,Current asthma among adults,Age-adjusted prevalence,11.6
37083,NC,North Carolina,Halifax,Current asthma among adults,Age-adjusted prevalence,12.5
37191,NC,North Carolina,Wayne,Current asthma among adults,Age-adjusted prevalence,11.5
37111,NC,North Carolina,McDowell,Current asthma among adults,Age-adjusted prevalence,11.0
38061,ND,North Dakota,Mountrail,Current asthma among adults,Age-adjusted prevalence,11.2
37125,NC,North Carolina,Moore,Current asthma among adults,Age-adjusted prevalence,10.5
39075,OH,Ohio,Holmes,Current asthma among adults,Age-adjusted prevalence,12.1
39173,OH,Ohio,Wood,Current asthma among adults,Age-adjusted prevalence,10.6
37149,NC,North Carolina,Polk,Current asthma among adults,Age-adjusted prevalence,10.8
39001,OH,Ohio,Adams,Current asthma among adults,Age-adjusted prevalence,11.9
38009,ND,North Dakota,Bottineau,Current asthma among adults,Age-adjusted prevalence,10.3
39017,OH,Ohio,Butler,Current asthma among adults,Age-adjusted prevalence,10.8
39067,OH,Ohio,Harrison,Current asthma among adults,Age-adjusted prevalence,11.5
37143,NC,North Carolina,Perquimans,Current asthma among adults,Age-adjusted prevalence,11.4
39031,OH,Ohio,Coshocton,Current asthma among adults,Age-adjusted prevalence,11.5
38043,ND,North Dakota,Kidder,Current asthma among adults,Age-adjusted prevalence,10.3
37093,NC,North Carolina,Hoke,Current asthma among adults,Age-adjusted prevalence,11.6
38023,ND,North Dakota,Divide,Current asthma among adults,Age-adjusted prevalence,10.4
37139,NC,North Carolina,Pasquotank,Current asthma among adults,Age-adjusted prevalence,11.4
37079,NC,North Carolina,Greene,Current asthma among adults,Age-adjusted prevalence,11.2
38011,ND,North Dakota,Bowman,Current asthma among adults,Age-adjusted prevalence,10.1
37175,NC,North Carolina,Transylvania,Current asthma among adults,Age-adjusted prevalence,10.6
